age,job,marital,education,y
59,retired,married,professional.course,1
54,blue-collar,married,basic.9y,1
55,technician,married,basic.9y,1
30,admin.,single,university.degree,1
35,technician,single,university.degree,1
31,blue-collar,married,basic.6y,1
36,admin.,single,professional.course,1
46,housemaid,married,basic.4y,1
32,technician,single,university.degree,1
25,blue-collar,single,basic.4y,1
45,admin.,divorced,university.degree,1
56,entrepreneur,married,university.degree,1
30,admin.,single,high.school,1
44,blue-collar,divorced,unknown,1
32,blue-collar,married,basic.9y,1
37,services,married,high.school,1
58,admin.,divorced,university.degree,1
35,services,married,high.school,1
49,technician,married,professional.course,1
38,technician,married,basic.6y,1
22,blue-collar,single,basic.6y,1
47,blue-collar,married,basic.6y,1
55,retired,married,high.school,1
50,technician,married,high.school,1
32,admin.,single,university.degree,1
33,services,single,high.school,1
60,retired,married,high.school,1
46,blue-collar,married,basic.4y,1
39,technician,single,professional.course,1
39,services,married,high.school,1
33,blue-collar,single,basic.9y,1
56,blue-collar,married,professional.course,1
58,admin.,single,university.degree,1
44,management,single,university.degree,1
29,student,single,high.school,1
41,services,married,high.school,1
58,admin.,single,university.degree,1
43,entrepreneur,married,high.school,1
41,unemployed,married,basic.9y,1
39,management,married,university.degree,1
25,blue-collar,married,high.school,1
38,self-employed,single,university.degree,1
52,blue-collar,married,basic.4y,1
28,entrepreneur,married,basic.9y,1
24,admin.,married,basic.9y,1
45,services,divorced,unknown,1
42,services,married,professional.course,1
29,technician,single,university.degree,1
34,blue-collar,married,basic.9y,1
47,admin.,married,high.school,1
31,blue-collar,married,basic.9y,1
39,management,single,university.degree,1
52,management,married,professional.course,1
30,self-employed,married,basic.9y,1
45,blue-collar,married,basic.6y,1
52,admin.,divorced,university.degree,1
34,blue-collar,single,basic.9y,1
57,blue-collar,divorced,basic.9y,1
34,blue-collar,married,basic.9y,1
40,admin.,married,university.degree,1
50,services,married,basic.4y,1
33,blue-collar,married,basic.6y,1
25,unemployed,single,high.school,1
54,technician,married,professional.course,1
33,admin.,married,university.degree,1
41,management,married,basic.6y,1
53,technician,married,professional.course,1
54,retired,married,basic.4y,1
30,management,single,university.degree,1
59,retired,married,professional.course,1
39,admin.,married,university.degree,1
40,technician,married,basic.9y,1
28,entrepreneur,married,basic.9y,1
38,technician,divorced,professional.course,1
34,services,married,high.school,1
37,unemployed,married,professional.course,1
31,admin.,divorced,high.school,1
31,blue-collar,married,basic.9y,1
40,admin.,single,high.school,1
37,admin.,married,university.degree,1
36,admin.,single,university.degree,1
37,admin.,single,university.degree,1
42,admin.,single,university.degree,1
30,technician,single,university.degree,1
58,retired,married,basic.9y,1
34,housemaid,divorced,high.school,1
40,services,married,high.school,1
48,blue-collar,married,basic.6y,1
30,admin.,married,university.degree,1
43,blue-collar,divorced,basic.4y,1
25,blue-collar,married,basic.9y,1
27,admin.,single,high.school,1
47,blue-collar,married,basic.6y,1
52,services,married,high.school,1
50,technician,married,professional.course,1
31,services,married,high.school,1
41,entrepreneur,married,university.degree,1
56,blue-collar,married,basic.4y,1
43,blue-collar,married,basic.9y,1
37,blue-collar,married,high.school,1
29,technician,married,professional.course,1
49,blue-collar,married,basic.6y,1
48,technician,single,unknown,1
42,services,married,high.school,1
32,admin.,single,high.school,1
43,blue-collar,married,basic.4y,1
40,admin.,divorced,professional.course,1
37,unemployed,married,professional.course,1
31,services,single,basic.9y,1
46,admin.,married,university.degree,1
38,unemployed,married,basic.6y,1
60,management,married,university.degree,1
30,services,divorced,basic.9y,1
28,services,married,high.school,1
42,blue-collar,married,basic.6y,1
39,services,single,high.school,1
45,admin.,married,unknown,1
26,blue-collar,married,basic.9y,1
33,services,single,university.degree,1
55,technician,married,professional.course,1
52,blue-collar,married,high.school,1
35,student,single,university.degree,1
59,retired,divorced,university.degree,1
39,technician,single,professional.course,1
26,technician,single,university.degree,1
34,blue-collar,married,basic.9y,1
32,blue-collar,single,high.school,1
56,management,married,basic.9y,1
48,management,married,university.degree,1
38,admin.,single,university.degree,1
41,blue-collar,married,basic.6y,1
38,blue-collar,married,basic.6y,1
24,admin.,single,high.school,1
31,unemployed,divorced,basic.4y,1
30,blue-collar,married,basic.6y,1
40,blue-collar,married,basic.9y,1
40,blue-collar,divorced,basic.9y,1
37,admin.,divorced,basic.9y,1
45,technician,married,university.degree,1
52,retired,married,basic.4y,1
30,student,single,high.school,1
26,unknown,single,high.school,1
39,admin.,married,high.school,1
38,admin.,single,university.degree,1
35,admin.,single,high.school,1
34,admin.,married,high.school,1
31,blue-collar,single,basic.9y,1
38,blue-collar,single,high.school,1
32,admin.,married,university.degree,1
33,unemployed,married,basic.9y,1
40,housemaid,divorced,high.school,1
36,blue-collar,married,basic.9y,1
25,unknown,single,university.degree,1
42,blue-collar,married,basic.4y,1
52,blue-collar,divorced,basic.4y,1
46,blue-collar,married,professional.course,1
49,blue-collar,married,basic.9y,1
28,technician,single,professional.course,1
31,blue-collar,single,basic.4y,1
41,management,married,unknown,1
59,unknown,married,unknown,1
34,blue-collar,married,basic.9y,1
39,entrepreneur,single,basic.6y,1
31,technician,married,university.degree,1
31,technician,single,university.degree,1
29,services,single,high.school,1
34,blue-collar,divorced,professional.course,1
39,services,married,high.school,1
56,blue-collar,married,basic.4y,1
52,self-employed,married,basic.4y,1
33,blue-collar,married,professional.course,1
38,admin.,married,university.degree,1
35,management,single,unknown,1
32,blue-collar,married,basic.6y,1
40,blue-collar,married,professional.course,1
48,self-employed,married,university.degree,1
47,admin.,divorced,university.degree,1
41,blue-collar,married,basic.9y,1
55,admin.,married,basic.4y,1
40,services,divorced,high.school,1
29,admin.,single,university.degree,1
30,blue-collar,single,basic.4y,1
26,student,single,high.school,1
24,services,single,high.school,1
34,admin.,married,high.school,1
36,technician,married,high.school,1
38,technician,married,professional.course,1
27,entrepreneur,single,university.degree,1
42,technician,married,basic.9y,1
32,services,married,high.school,1
36,unknown,single,basic.6y,1
29,admin.,married,professional.course,1
34,management,married,university.degree,1
37,admin.,married,university.degree,1
30,self-employed,single,university.degree,1
53,blue-collar,divorced,basic.4y,1
32,admin.,single,high.school,1
43,entrepreneur,married,university.degree,1
50,blue-collar,married,basic.6y,1
31,blue-collar,married,basic.9y,1
48,admin.,divorced,high.school,1
57,blue-collar,married,unknown,1
41,technician,married,professional.course,1
36,blue-collar,married,basic.6y,1
55,technician,divorced,professional.course,1
54,blue-collar,married,basic.6y,1
28,management,single,university.degree,1
46,technician,married,university.degree,1
35,blue-collar,married,high.school,1
49,blue-collar,married,basic.4y,1
43,entrepreneur,married,high.school,1
59,entrepreneur,divorced,high.school,1
44,admin.,single,university.degree,1
43,blue-collar,married,basic.4y,1
25,admin.,single,high.school,1
35,entrepreneur,married,university.degree,1
41,admin.,divorced,high.school,1
50,housemaid,single,unknown,1
37,management,married,university.degree,1
36,technician,married,university.degree,1
43,blue-collar,married,basic.9y,1
43,self-employed,married,basic.9y,1
31,entrepreneur,single,basic.9y,1
39,management,married,university.degree,1
31,blue-collar,single,high.school,1
47,blue-collar,married,basic.4y,1
38,admin.,single,university.degree,1
51,blue-collar,married,basic.4y,1
28,entrepreneur,married,basic.9y,1
37,management,married,university.degree,1
31,blue-collar,married,basic.9y,1
33,services,married,high.school,1
52,blue-collar,divorced,high.school,1
30,entrepreneur,married,professional.course,1
30,self-employed,single,university.degree,1
36,blue-collar,single,high.school,1
31,technician,married,professional.course,1
35,technician,married,professional.course,1
43,blue-collar,married,basic.6y,1
29,management,married,university.degree,1
24,blue-collar,single,basic.4y,1
41,services,married,high.school,1
28,management,married,university.degree,1
41,technician,single,professional.course,1
59,retired,married,basic.9y,1
31,blue-collar,married,basic.9y,1
38,management,married,unknown,1
28,management,married,university.degree,1
28,blue-collar,married,basic.6y,1
60,admin.,married,university.degree,1
35,student,single,university.degree,1
47,admin.,divorced,high.school,1
41,blue-collar,married,basic.9y,1
29,blue-collar,single,high.school,1
38,blue-collar,married,basic.6y,1
38,admin.,married,high.school,1
31,admin.,married,high.school,1
55,blue-collar,married,basic.4y,1
42,housemaid,married,basic.4y,1
47,services,single,basic.9y,1
37,technician,married,professional.course,1
55,retired,married,university.degree,1
45,admin.,married,basic.9y,1
46,admin.,married,basic.9y,1
45,blue-collar,married,basic.9y,1
40,self-employed,married,professional.course,1
49,blue-collar,married,basic.4y,1
42,blue-collar,married,basic.6y,1
29,technician,single,university.degree,1
31,blue-collar,married,basic.6y,1
50,technician,married,professional.course,1
37,blue-collar,married,basic.4y,1
36,blue-collar,married,basic.9y,1
29,technician,married,professional.course,1
58,blue-collar,married,basic.4y,1
43,admin.,married,high.school,1
43,admin.,married,university.degree,1
55,blue-collar,married,basic.4y,1
31,technician,married,professional.course,1
38,blue-collar,married,basic.9y,1
35,admin.,married,basic.9y,1
42,entrepreneur,married,professional.course,1
56,retired,married,high.school,1
45,blue-collar,married,basic.9y,1
56,technician,married,unknown,1
40,admin.,single,university.degree,1
39,management,single,university.degree,1
30,blue-collar,single,basic.9y,1
51,admin.,divorced,unknown,1
31,blue-collar,married,basic.4y,1
48,blue-collar,married,high.school,1
36,blue-collar,single,basic.9y,1
58,retired,married,high.school,1
31,services,single,high.school,1
38,blue-collar,single,high.school,1
27,self-employed,single,university.degree,1
53,technician,married,basic.9y,1
25,services,married,high.school,1
40,blue-collar,married,basic.9y,1
42,management,married,university.degree,1
34,admin.,divorced,university.degree,1
27,services,married,high.school,1
52,management,married,professional.course,1
59,retired,married,professional.course,1
40,admin.,married,high.school,1
31,entrepreneur,married,basic.6y,1
31,management,married,high.school,1
32,services,single,high.school,1
56,retired,married,basic.4y,1
50,blue-collar,divorced,high.school,1
31,technician,married,university.degree,1
35,blue-collar,married,basic.9y,1
36,blue-collar,married,high.school,1
29,services,married,high.school,1
47,admin.,divorced,high.school,1
37,management,married,high.school,1
55,admin.,divorced,university.degree,1
44,entrepreneur,married,basic.6y,1
50,technician,married,professional.course,1
42,admin.,single,university.degree,1
27,services,single,high.school,1
35,technician,married,high.school,1
56,services,married,basic.4y,1
39,management,divorced,university.degree,1
33,blue-collar,single,basic.9y,1
39,blue-collar,married,basic.6y,1
25,technician,single,university.degree,1
48,management,married,high.school,1
35,admin.,married,high.school,1
29,admin.,single,high.school,1
25,services,married,high.school,1
29,admin.,married,high.school,1
34,technician,single,university.degree,1
42,blue-collar,married,basic.9y,1
36,admin.,married,university.degree,1
27,admin.,single,professional.course,1
27,entrepreneur,married,high.school,1
50,admin.,married,professional.course,1
34,admin.,single,university.degree,1
30,blue-collar,married,basic.9y,1
43,blue-collar,divorced,high.school,1
27,admin.,single,professional.course,1
30,services,married,high.school,1
26,admin.,single,basic.9y,1
53,admin.,married,university.degree,1
31,services,married,basic.9y,1
31,services,married,basic.9y,1
35,self-employed,single,university.degree,1
36,admin.,married,university.degree,1
42,technician,married,high.school,1
24,blue-collar,married,basic.9y,1
31,management,single,university.degree,1
32,blue-collar,married,basic.4y,1
31,technician,divorced,professional.course,1
31,technician,divorced,professional.course,1
34,blue-collar,married,basic.6y,1
51,admin.,married,university.degree,1
31,blue-collar,married,basic.9y,1
31,blue-collar,married,basic.9y,1
26,blue-collar,single,basic.9y,1
44,admin.,married,high.school,1
34,admin.,married,high.school,1
58,retired,married,basic.4y,1
28,blue-collar,single,professional.course,1
39,blue-collar,married,basic.6y,1
27,admin.,single,university.degree,1
30,services,single,high.school,1
51,unemployed,married,professional.course,1
34,technician,single,university.degree,1
33,blue-collar,single,basic.6y,1
32,technician,married,professional.course,1
35,admin.,single,university.degree,1
26,technician,married,professional.course,1
43,blue-collar,single,basic.9y,1
57,management,married,basic.4y,1
42,blue-collar,married,basic.9y,1
28,admin.,single,high.school,1
54,blue-collar,married,high.school,1
31,admin.,married,high.school,1
55,management,married,university.degree,1
31,admin.,married,high.school,1
25,admin.,single,high.school,1
42,blue-collar,married,basic.9y,1
40,blue-collar,married,basic.4y,1
38,blue-collar,married,basic.6y,1
32,unknown,single,professional.course,1
48,technician,married,basic.9y,1
35,blue-collar,married,basic.9y,1
42,blue-collar,married,basic.9y,1
31,technician,married,professional.course,1
23,services,single,high.school,1
31,technician,married,professional.course,1
30,services,married,high.school,1
35,admin.,married,high.school,1
53,retired,married,basic.9y,1
33,services,married,high.school,1
33,admin.,single,university.degree,1
40,retired,married,basic.4y,1
30,blue-collar,married,basic.9y,1
38,blue-collar,divorced,basic.9y,1
38,blue-collar,divorced,basic.9y,1
35,admin.,single,university.degree,1
32,technician,married,unknown,1
53,management,married,basic.9y,1
41,self-employed,divorced,professional.course,1
29,blue-collar,single,basic.9y,1
43,technician,divorced,basic.9y,1
46,housemaid,married,basic.4y,1
26,admin.,single,high.school,1
50,blue-collar,married,basic.4y,1
39,services,married,professional.course,1
31,management,married,university.degree,1
30,blue-collar,married,high.school,1
23,admin.,married,basic.9y,1
33,entrepreneur,married,university.degree,1
35,blue-collar,married,basic.9y,1
50,blue-collar,married,basic.4y,1
57,retired,married,university.degree,1
36,admin.,married,university.degree,1
35,admin.,married,high.school,1
27,services,single,high.school,1
26,technician,single,high.school,1
54,management,married,university.degree,1
44,services,divorced,basic.9y,1
42,technician,married,basic.9y,1
45,blue-collar,married,basic.4y,1
54,retired,married,basic.4y,1
57,self-employed,married,professional.course,1
38,technician,single,professional.course,1
24,entrepreneur,single,university.degree,1
43,services,single,high.school,1
36,blue-collar,married,basic.4y,1
33,housemaid,married,basic.9y,1
35,blue-collar,divorced,basic.9y,1
26,admin.,married,basic.9y,1
32,services,single,unknown,1
32,services,single,unknown,1
33,services,married,high.school,1
50,admin.,married,professional.course,1
26,technician,divorced,professional.course,1
34,management,divorced,university.degree,1
39,admin.,divorced,high.school,1
34,technician,divorced,basic.6y,1
34,technician,single,professional.course,1
32,technician,single,professional.course,1
33,blue-collar,divorced,basic.9y,1
48,admin.,divorced,basic.9y,1
34,management,married,high.school,1
57,blue-collar,divorced,basic.6y,1
27,admin.,single,professional.course,1
59,retired,married,university.degree,1
26,technician,single,professional.course,1
24,blue-collar,married,basic.9y,1
43,blue-collar,single,basic.6y,1
39,technician,married,high.school,1
45,unknown,unknown,unknown,1
45,unknown,unknown,unknown,1
27,blue-collar,married,basic.9y,1
49,retired,married,high.school,1
34,admin.,married,university.degree,1
23,blue-collar,single,high.school,1
23,blue-collar,single,high.school,1
29,admin.,single,university.degree,1
50,retired,married,basic.4y,1
55,housemaid,married,university.degree,1
35,admin.,single,high.school,1
26,technician,married,basic.9y,1
33,blue-collar,married,basic.9y,1
48,blue-collar,married,basic.6y,1
51,blue-collar,married,basic.9y,1
30,blue-collar,married,basic.6y,1
34,admin.,married,university.degree,1
24,services,single,high.school,1
31,services,single,basic.9y,1
50,blue-collar,married,unknown,1
25,blue-collar,married,basic.4y,1
27,unemployed,single,university.degree,1
23,management,single,university.degree,1
39,housemaid,divorced,basic.9y,1
32,admin.,single,university.degree,1
23,management,single,university.degree,1
49,blue-collar,single,basic.6y,1
29,admin.,single,university.degree,1
24,technician,single,basic.6y,1
27,blue-collar,single,basic.9y,1
28,blue-collar,single,unknown,1
31,blue-collar,divorced,basic.9y,1
31,technician,married,basic.9y,1
35,self-employed,married,university.degree,1
26,admin.,married,high.school,1
42,services,married,high.school,1
41,blue-collar,married,basic.4y,1
37,technician,married,professional.course,1
31,blue-collar,single,basic.9y,1
57,blue-collar,married,high.school,1
57,blue-collar,married,high.school,1
27,admin.,married,university.degree,1
31,admin.,single,basic.9y,1
35,admin.,single,university.degree,1
29,admin.,single,high.school,1
29,management,single,basic.9y,1
30,blue-collar,married,basic.6y,1
33,admin.,single,high.school,1
28,services,divorced,high.school,1
38,blue-collar,married,basic.9y,1
37,blue-collar,married,basic.6y,1
32,services,single,professional.course,1
45,housemaid,divorced,basic.4y,1
37,entrepreneur,married,basic.9y,1
57,retired,divorced,basic.4y,1
24,blue-collar,single,basic.9y,1
56,blue-collar,married,basic.4y,1
33,management,single,university.degree,1
46,admin.,single,university.degree,1
39,blue-collar,married,basic.9y,1
25,blue-collar,single,basic.6y,1
33,technician,married,high.school,1
26,services,single,high.school,1
35,blue-collar,married,basic.9y,1
34,blue-collar,married,basic.9y,1
30,admin.,married,university.degree,1
57,admin.,married,basic.9y,1
43,admin.,married,high.school,1
40,management,married,university.degree,1
27,admin.,single,high.school,1
32,admin.,single,high.school,1
36,technician,married,basic.4y,1
39,technician,single,professional.course,1
38,blue-collar,married,basic.4y,1
44,blue-collar,married,basic.9y,1
44,admin.,single,basic.9y,1
31,admin.,single,high.school,1
22,blue-collar,single,basic.9y,1
39,admin.,married,university.degree,1
41,technician,single,university.degree,1
28,technician,married,basic.9y,1
43,services,married,high.school,1
43,services,married,high.school,1
32,services,married,basic.4y,1
32,services,married,university.degree,1
36,blue-collar,single,basic.6y,1
57,blue-collar,married,professional.course,1
29,admin.,single,university.degree,1
29,admin.,married,basic.9y,1
33,services,married,high.school,1
28,technician,single,professional.course,1
30,blue-collar,single,basic.9y,1
41,admin.,married,university.degree,1
37,technician,divorced,professional.course,1
39,management,married,university.degree,1
37,admin.,single,high.school,1
30,admin.,single,high.school,1
33,blue-collar,married,basic.6y,1
33,services,single,high.school,1
35,blue-collar,married,unknown,1
38,blue-collar,married,basic.4y,1
56,blue-collar,married,basic.4y,1
35,services,divorced,university.degree,1
50,blue-collar,married,basic.4y,1
26,blue-collar,single,basic.6y,1
35,services,divorced,university.degree,1
27,blue-collar,single,basic.6y,1
29,blue-collar,single,high.school,1
25,services,single,unknown,1
33,services,single,high.school,1
27,admin.,single,university.degree,1
36,blue-collar,married,basic.6y,1
38,technician,married,high.school,1
31,blue-collar,single,high.school,1
31,blue-collar,married,unknown,1
31,admin.,single,high.school,1
31,blue-collar,single,high.school,1
55,retired,married,basic.4y,1
39,admin.,married,basic.6y,1
37,unemployed,single,basic.9y,1
28,admin.,married,university.degree,1
28,admin.,married,university.degree,1
30,blue-collar,married,basic.6y,1
36,admin.,divorced,high.school,1
30,management,married,university.degree,1
23,admin.,single,professional.course,1
31,admin.,single,university.degree,1
21,blue-collar,married,basic.9y,1
49,self-employed,divorced,university.degree,1
51,admin.,married,basic.9y,1
30,technician,divorced,professional.course,1
36,entrepreneur,married,university.degree,1
39,services,married,unknown,1
27,blue-collar,single,basic.9y,1
47,self-employed,married,basic.9y,1
60,self-employed,married,university.degree,1
36,services,divorced,high.school,1
29,self-employed,married,professional.course,1
42,entrepreneur,married,university.degree,1
32,student,single,high.school,1
41,entrepreneur,single,high.school,1
57,self-employed,married,university.degree,1
45,admin.,married,unknown,1
34,blue-collar,divorced,basic.6y,1
48,admin.,married,high.school,1
30,admin.,single,university.degree,1
55,unknown,married,basic.4y,1
59,technician,married,basic.4y,1
51,management,married,university.degree,1
48,unemployed,married,basic.6y,1
45,blue-collar,married,basic.4y,1
59,unemployed,married,basic.4y,1
37,admin.,married,basic.6y,1
52,blue-collar,married,basic.9y,1
33,technician,single,high.school,1
27,admin.,married,university.degree,1
27,services,single,high.school,1
27,technician,single,high.school,1
34,blue-collar,single,unknown,1
50,retired,married,professional.course,1
44,admin.,married,unknown,1
36,services,single,high.school,1
46,technician,divorced,university.degree,1
59,retired,divorced,basic.9y,1
39,admin.,married,university.degree,1
52,blue-collar,married,basic.4y,1
55,retired,married,professional.course,1
60,technician,married,high.school,1
59,retired,married,basic.9y,1
52,services,married,high.school,1
59,retired,married,high.school,1
46,student,single,unknown,1
56,admin.,married,high.school,1
28,blue-collar,single,basic.9y,1
39,admin.,married,university.degree,1
43,blue-collar,married,basic.9y,1
50,management,divorced,university.degree,1
47,technician,single,professional.course,1
59,retired,married,university.degree,1
44,blue-collar,single,high.school,1
55,admin.,married,high.school,1
43,services,married,basic.6y,1
59,admin.,divorced,basic.4y,1
46,management,married,university.degree,1
44,services,divorced,high.school,1
40,blue-collar,married,professional.course,1
40,admin.,divorced,high.school,1
51,services,married,high.school,1
59,admin.,divorced,high.school,1
48,technician,married,professional.course,1
37,admin.,married,university.degree,1
48,technician,married,unknown,1
52,admin.,divorced,university.degree,1
43,admin.,married,high.school,1
49,blue-collar,divorced,basic.6y,1
45,self-employed,divorced,university.degree,1
50,admin.,married,university.degree,1
36,admin.,married,university.degree,1
53,blue-collar,divorced,basic.4y,1
52,entrepreneur,divorced,high.school,1
60,retired,divorced,basic.4y,1
53,entrepreneur,married,university.degree,1
33,admin.,married,university.degree,1
60,retired,divorced,professional.course,1
38,unemployed,married,basic.4y,1
48,technician,married,professional.course,1
57,admin.,divorced,university.degree,1
28,technician,single,university.degree,1
44,blue-collar,single,basic.9y,1
50,services,divorced,basic.6y,1
25,services,single,high.school,1
23,services,married,high.school,1
55,entrepreneur,single,unknown,1
40,unemployed,divorced,university.degree,1
35,admin.,married,high.school,1
30,blue-collar,married,basic.9y,1
32,admin.,married,university.degree,1
52,admin.,married,basic.9y,1
33,blue-collar,divorced,basic.9y,1
25,services,single,basic.9y,1
37,admin.,married,high.school,1
34,self-employed,single,university.degree,1
31,blue-collar,married,professional.course,1
36,self-employed,single,university.degree,1
35,admin.,married,university.degree,1
43,admin.,divorced,high.school,1
40,self-employed,single,university.degree,1
39,services,married,high.school,1
32,admin.,married,university.degree,1
32,management,single,university.degree,1
33,services,married,professional.course,1
36,management,married,university.degree,1
42,blue-collar,married,basic.4y,1
38,admin.,married,unknown,1
37,entrepreneur,divorced,high.school,1
33,services,married,professional.course,1
42,self-employed,married,university.degree,1
37,blue-collar,divorced,basic.9y,1
35,blue-collar,married,basic.9y,1
24,admin.,single,high.school,1
32,admin.,married,high.school,1
28,admin.,single,university.degree,1
38,services,married,high.school,1
28,admin.,single,university.degree,1
28,services,married,high.school,1
39,technician,married,high.school,1
22,unemployed,single,high.school,1
42,admin.,married,university.degree,1
36,services,married,high.school,1
58,blue-collar,married,basic.9y,1
33,student,divorced,professional.course,1
54,technician,married,university.degree,1
52,management,married,university.degree,1
47,entrepreneur,married,university.degree,1
47,entrepreneur,married,university.degree,1
43,admin.,single,university.degree,1
58,admin.,married,high.school,1
52,admin.,married,unknown,1
52,technician,divorced,university.degree,1
47,services,married,high.school,1
39,technician,divorced,professional.course,1
42,technician,married,professional.course,1
53,blue-collar,married,basic.4y,1
44,blue-collar,married,basic.4y,1
31,technician,single,professional.course,1
43,admin.,married,university.degree,1
41,admin.,married,university.degree,1
42,admin.,married,university.degree,1
43,admin.,married,university.degree,1
40,admin.,married,university.degree,1
32,admin.,single,university.degree,1
34,admin.,married,university.degree,1
48,admin.,married,university.degree,1
46,blue-collar,married,basic.4y,1
34,technician,single,university.degree,1
53,services,married,high.school,1
37,management,married,university.degree,1
51,technician,married,high.school,1
49,housemaid,married,basic.4y,1
32,technician,single,professional.course,1
32,technician,single,professional.course,1
49,unemployed,married,professional.course,1
37,technician,single,high.school,1
31,management,married,university.degree,1
31,admin.,married,university.degree,1
46,blue-collar,married,basic.9y,1
37,admin.,married,university.degree,1
44,technician,divorced,professional.course,1
48,blue-collar,married,unknown,1
37,admin.,married,university.degree,1
52,blue-collar,married,basic.4y,1
43,admin.,single,university.degree,1
46,management,married,high.school,1
30,technician,single,university.degree,1
38,admin.,married,university.degree,1
48,admin.,married,high.school,1
44,blue-collar,married,basic.9y,1
41,admin.,single,university.degree,1
56,retired,married,high.school,1
32,admin.,single,university.degree,1
34,technician,divorced,university.degree,1
33,technician,married,high.school,1
39,management,married,university.degree,1
45,self-employed,married,basic.4y,1
54,self-employed,married,basic.9y,1
32,admin.,married,high.school,1
45,blue-collar,married,basic.9y,1
30,admin.,single,university.degree,1
30,technician,single,professional.course,1
31,technician,single,professional.course,1
50,entrepreneur,married,professional.course,1
35,technician,married,high.school,1
45,blue-collar,married,basic.4y,1
45,blue-collar,married,basic.4y,1
57,technician,married,high.school,1
52,blue-collar,married,basic.9y,1
53,blue-collar,married,basic.4y,1
40,technician,married,high.school,1
37,technician,divorced,professional.course,1
30,admin.,single,university.degree,1
33,self-employed,married,basic.9y,1
41,technician,divorced,university.degree,1
50,blue-collar,married,basic.6y,1
29,technician,single,high.school,1
38,technician,married,professional.course,1
58,self-employed,married,university.degree,1
33,technician,married,professional.course,1
42,self-employed,married,university.degree,1
29,admin.,single,university.degree,1
35,unemployed,single,university.degree,1
44,admin.,married,high.school,1
59,retired,married,basic.4y,1
38,technician,divorced,high.school,1
30,admin.,single,university.degree,1
38,admin.,married,university.degree,1
36,admin.,married,university.degree,1
50,management,married,university.degree,1
52,blue-collar,married,basic.4y,1
45,services,married,basic.9y,1
45,admin.,married,university.degree,1
46,admin.,married,university.degree,1
50,management,married,university.degree,1
34,admin.,married,university.degree,1
30,technician,single,university.degree,1
36,technician,married,professional.course,1
36,technician,single,professional.course,1
32,technician,married,university.degree,1
32,admin.,divorced,university.degree,1
38,technician,married,professional.course,1
53,admin.,divorced,university.degree,1
31,technician,single,high.school,1
52,housemaid,married,basic.6y,1
53,entrepreneur,married,basic.9y,1
32,technician,married,university.degree,1
37,technician,single,professional.course,1
33,technician,single,professional.course,1
31,admin.,single,university.degree,1
35,technician,single,university.degree,1
48,admin.,married,basic.9y,1
53,management,married,university.degree,1
43,technician,married,professional.course,1
33,technician,married,professional.course,1
35,management,married,university.degree,1
32,technician,single,university.degree,1
32,technician,single,professional.course,1
31,technician,single,high.school,1
32,technician,single,university.degree,1
36,admin.,single,university.degree,1
31,services,single,university.degree,1
41,technician,married,professional.course,1
46,blue-collar,married,basic.4y,1
32,technician,single,university.degree,1
32,admin.,single,university.degree,1
33,technician,married,university.degree,1
45,management,married,university.degree,1
33,technician,married,professional.course,1
32,technician,married,professional.course,1
32,admin.,married,university.degree,1
45,blue-collar,married,high.school,1
32,admin.,single,university.degree,1
33,technician,married,high.school,1
43,admin.,married,university.degree,1
35,technician,married,university.degree,1
57,admin.,married,university.degree,1
50,admin.,married,university.degree,1
33,technician,single,university.degree,1
44,admin.,married,university.degree,1
57,admin.,single,university.degree,1
39,technician,married,professional.course,1
60,retired,married,basic.9y,1
50,services,married,high.school,1
46,admin.,married,high.school,1
40,management,married,high.school,1
34,admin.,single,university.degree,1
54,management,married,university.degree,1
36,admin.,unknown,university.degree,1
39,management,married,university.degree,1
34,technician,married,professional.course,1
31,technician,married,professional.course,1
36,self-employed,married,basic.9y,1
34,technician,single,university.degree,1
34,admin.,single,university.degree,1
45,admin.,single,university.degree,1
54,services,married,high.school,1
36,self-employed,married,basic.9y,1
31,housemaid,married,basic.6y,1
30,admin.,married,high.school,1
47,admin.,married,university.degree,1
35,self-employed,married,university.degree,1
47,blue-collar,married,unknown,1
54,self-employed,married,high.school,1
35,technician,married,university.degree,1
30,admin.,married,university.degree,1
35,admin.,single,university.degree,1
50,technician,married,university.degree,1
45,services,married,basic.6y,1
30,technician,single,high.school,1
35,technician,married,professional.course,1
35,technician,married,professional.course,1
48,blue-collar,married,unknown,1
49,services,married,basic.4y,1
41,technician,married,high.school,1
54,blue-collar,married,basic.9y,1
47,admin.,married,university.degree,1
49,admin.,married,high.school,1
35,admin.,single,university.degree,1
58,unknown,married,basic.4y,1
45,admin.,married,high.school,1
35,entrepreneur,divorced,professional.course,1
54,technician,married,professional.course,1
56,retired,married,basic.4y,1
31,admin.,single,university.degree,1
31,technician,single,university.degree,1
29,services,married,professional.course,1
51,blue-collar,married,basic.4y,1
39,management,divorced,university.degree,1
45,blue-collar,married,basic.6y,1
29,admin.,single,university.degree,1
42,technician,married,professional.course,1
56,admin.,married,university.degree,1
57,housemaid,married,basic.4y,1
29,admin.,single,university.degree,1
30,admin.,married,university.degree,1
31,unemployed,married,university.degree,1
41,admin.,divorced,university.degree,1
36,admin.,single,university.degree,1
29,admin.,married,university.degree,1
29,technician,single,high.school,1
48,blue-collar,married,basic.9y,1
59,retired,married,high.school,1
48,services,married,high.school,1
34,admin.,married,high.school,1
51,management,married,university.degree,1
52,blue-collar,married,basic.4y,1
