age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
22552;29.0;admin.;married;university.degree;no;no;no;cellular;aug;fri;604.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
22611;53.0;self-employed;married;basic.9y;no;yes;yes;cellular;aug;fri;1241.0;7.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
22714;35.0;management;married;university.degree;no;no;yes;cellular;aug;fri;873.0;5.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
22726;46.0;blue-collar;married;basic.4y;no;yes;no;cellular;aug;mon;626.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22755;44.0;blue-collar;married;basic.4y;unknown;no;no;cellular;aug;mon;363.0;5.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22764;35.0;management;divorced;university.degree;no;yes;no;cellular;aug;mon;961.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22783;60.0;retired;married;unknown;no;yes;no;cellular;aug;mon;600.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22786;57.0;self-employed;married;university.degree;unknown;yes;no;cellular;aug;mon;932.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22804;35.0;management;divorced;university.degree;no;no;no;cellular;aug;mon;472.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22824;47.0;admin.;married;high.school;no;yes;no;cellular;aug;mon;1152.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22840;32.0;technician;single;high.school;no;yes;no;cellular;aug;mon;606.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22859;40.0;admin.;married;university.degree;no;yes;no;cellular;aug;mon;366.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22904;30.0;technician;divorced;university.degree;no;no;no;cellular;aug;mon;731.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22936;36.0;technician;married;high.school;no;yes;no;cellular;aug;mon;630.0;6.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22964;39.0;technician;divorced;professional.course;unknown;yes;no;cellular;aug;mon;714.0;5.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22997;38.0;technician;married;university.degree;no;yes;no;cellular;aug;mon;1374.0;6.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
22998;55.0;management;married;university.degree;no;no;no;cellular;aug;mon;372.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
23015;49.0;admin.;married;university.degree;no;no;no;cellular;aug;tue;958.0;5.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
23019;33.0;technician;married;professional.course;unknown;yes;no;cellular;aug;tue;731.0;7.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
23020;50.0;admin.;divorced;high.school;no;no;no;cellular;aug;tue;664.0;9.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
23032;57.0;retired;married;basic.9y;no;no;no;cellular;aug;tue;388.0;4.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
23158;57.0;retired;married;basic.9y;no;yes;yes;cellular;aug;tue;1223.0;4.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
23160;48.0;services;married;basic.4y;unknown;yes;no;cellular;aug;tue;1000.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
23228;29.0;services;married;professional.course;unknown;yes;no;cellular;aug;tue;2089.0;6.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
23235;58.0;retired;married;basic.4y;no;no;no;cellular;aug;tue;556.0;6.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;1.0
23251;40.0;technician;married;professional.course;no;yes;no;cellular;aug;wed;609.0;8.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23257;39.0;admin.;married;university.degree;no;yes;no;cellular;aug;wed;581.0;4.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23267;31.0;technician;single;high.school;no;no;no;cellular;aug;wed;1033.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23295;51.0;admin.;married;university.degree;no;yes;no;cellular;aug;wed;519.0;9.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23305;51.0;technician;married;university.degree;no;yes;no;cellular;aug;wed;512.0;5.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23330;44.0;technician;single;university.degree;no;yes;no;cellular;aug;wed;763.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23332;55.0;technician;married;professional.course;no;no;no;cellular;aug;wed;976.0;7.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23357;47.0;admin.;married;university.degree;no;yes;no;cellular;aug;wed;1129.0;10.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23360;30.0;technician;married;professional.course;no;no;no;telephone;aug;wed;645.0;7.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23388;54.0;housemaid;married;basic.4y;unknown;yes;no;cellular;aug;wed;523.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23414;47.0;technician;married;university.degree;no;no;no;cellular;aug;wed;1642.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;1.0
23477;41.0;admin.;married;university.degree;unknown;yes;no;cellular;aug;thu;583.0;11.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;1.0
23504;30.0;technician;single;university.degree;no;yes;no;cellular;aug;thu;979.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;1.0
23510;29.0;technician;married;professional.course;no;yes;no;cellular;aug;thu;965.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;1.0
23569;37.0;technician;married;university.degree;no;no;no;cellular;aug;thu;716.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;1.0
23577;37.0;admin.;married;university.degree;unknown;no;no;cellular;aug;thu;535.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;1.0
23580;44.0;admin.;married;basic.9y;unknown;yes;yes;cellular;aug;thu;452.0;6.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;1.0
23616;42.0;housemaid;married;university.degree;no;yes;yes;cellular;aug;thu;2372.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;1.0
23629;38.0;admin.;married;university.degree;no;no;no;cellular;aug;thu;1126.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;1.0
23759;30.0;admin.;single;university.degree;no;yes;no;cellular;aug;thu;1109.0;11.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;1.0
23998;42.0;admin.;married;high.school;no;yes;yes;telephone;oct;fri;103.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;5.045;5195.8;1.0
23999;39.0;blue-collar;married;basic.9y;no;no;no;telephone;oct;fri;270.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;5.045;5195.8;1.0
24000;56.0;unknown;married;unknown;no;no;no;telephone;oct;fri;235.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;5.045;5195.8;1.0
24001;30.0;entrepreneur;married;university.degree;no;no;no;telephone;oct;fri;223.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;5.045;5195.8;1.0
24005;42.0;self-employed;married;basic.4y;no;no;no;telephone;oct;fri;478.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;5.045;5195.8;1.0
24009;48.0;admin.;married;high.school;no;no;no;telephone;oct;mon;312.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;5.0;5195.8;1.0
24011;30.0;admin.;single;university.degree;no;yes;yes;telephone;oct;mon;718.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;5.0;5195.8;1.0
24012;39.0;technician;divorced;university.degree;no;no;yes;telephone;oct;mon;2016.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;5.0;5195.8;1.0
24014;44.0;admin.;divorced;high.school;no;yes;no;telephone;oct;tue;294.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.968;5195.8;1.0
24015;59.0;admin.;married;university.degree;no;no;no;telephone;oct;tue;85.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.968;5195.8;1.0
24016;33.0;housemaid;married;high.school;no;no;no;telephone;oct;tue;37.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.968;5195.8;1.0
24017;32.0;admin.;married;high.school;no;no;no;telephone;oct;tue;101.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.968;5195.8;1.0
24019;40.0;services;married;high.school;no;yes;no;telephone;oct;tue;144.0;1.0;999.0;1.0;failure;-0.1;93.79799999999999;-40.4;4.968;5195.8;1.0
24022;27.0;student;single;high.school;no;no;no;telephone;oct;tue;187.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.968;5195.8;1.0
24024;30.0;technician;single;university.degree;no;no;no;telephone;oct;wed;676.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.936;5195.8;1.0
24025;36.0;technician;married;high.school;no;no;no;telephone;oct;wed;157.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.936;5195.8;1.0
24027;43.0;self-employed;married;high.school;no;yes;no;telephone;oct;wed;181.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.936;5195.8;1.0
24028;48.0;admin.;married;university.degree;no;no;no;telephone;oct;wed;98.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.936;5195.8;1.0
24029;37.0;admin.;single;high.school;no;yes;no;telephone;oct;wed;313.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.936;5195.8;1.0
24031;25.0;services;single;high.school;no;yes;no;telephone;oct;thu;301.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.921;5195.8;1.0
24032;39.0;technician;married;professional.course;no;no;no;telephone;oct;thu;171.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.921;5195.8;1.0
24033;39.0;blue-collar;married;basic.9y;no;yes;no;telephone;oct;fri;112.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.918;5195.8;1.0
24035;38.0;admin.;married;high.school;no;yes;no;telephone;oct;fri;97.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.918;5195.8;1.0
24037;46.0;admin.;divorced;university.degree;no;no;no;telephone;oct;mon;376.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.912;5195.8;1.0
24038;29.0;technician;single;professional.course;no;yes;no;telephone;oct;mon;150.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.912;5195.8;1.0
24040;31.0;admin.;married;university.degree;no;yes;no;telephone;oct;mon;131.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.912;5195.8;1.0
24042;26.0;admin.;single;university.degree;no;yes;no;telephone;oct;mon;251.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.912;5195.8;1.0
24044;31.0;admin.;single;university.degree;no;yes;no;telephone;oct;tue;125.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.86;5195.8;1.0
24046;45.0;technician;divorced;high.school;no;yes;no;telephone;oct;tue;141.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.86;5195.8;1.0
24047;31.0;blue-collar;married;basic.6y;no;yes;no;telephone;oct;tue;154.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.86;5195.8;1.0
24048;34.0;admin.;single;university.degree;no;no;no;telephone;oct;tue;135.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.86;5195.8;1.0
24049;27.0;admin.;single;university.degree;no;no;no;telephone;oct;tue;540.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.86;5195.8;1.0
24050;33.0;entrepreneur;married;university.degree;no;yes;no;telephone;oct;tue;454.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.86;5195.8;1.0
24051;33.0;technician;married;professional.course;no;yes;no;telephone;oct;wed;171.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.827;5195.8;1.0
24053;30.0;admin.;married;university.degree;no;no;no;telephone;oct;wed;313.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.827;5195.8;1.0
24055;34.0;blue-collar;single;high.school;no;yes;no;telephone;oct;wed;266.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.827;5195.8;1.0
24056;36.0;self-employed;single;university.degree;no;yes;no;telephone;oct;thu;248.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.794;5195.8;1.0
24057;56.0;technician;married;high.school;no;no;no;telephone;oct;thu;234.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.794;5195.8;1.0
24058;31.0;technician;single;university.degree;no;no;no;telephone;oct;thu;154.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.794;5195.8;1.0
24059;34.0;blue-collar;divorced;high.school;no;yes;no;telephone;oct;thu;160.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.794;5195.8;1.0
24061;38.0;entrepreneur;married;basic.4y;no;no;no;telephone;oct;fri;227.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.76;5195.8;1.0
24062;42.0;management;married;university.degree;no;no;no;telephone;oct;fri;615.0;1.0;999.0;0.0;nonexistent;-0.1;93.79799999999999;-40.4;4.76;5195.8;1.0
24068;32.0;technician;married;professional.course;no;yes;no;telephone;nov;tue;399.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.7;5195.8;1.0
24072;30.0;blue-collar;married;basic.9y;no;no;no;telephone;nov;tue;465.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.7;5195.8;1.0
24073;50.0;entrepreneur;married;university.degree;no;no;no;telephone;nov;tue;209.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.7;5195.8;1.0
24075;45.0;unknown;married;unknown;no;no;no;telephone;nov;wed;169.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.663;5195.8;1.0
24078;25.0;management;married;university.degree;no;yes;no;telephone;nov;wed;268.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.663;5195.8;1.0
24079;39.0;management;married;university.degree;no;yes;no;telephone;nov;wed;204.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.663;5195.8;1.0
24080;27.0;self-employed;married;professional.course;no;no;no;telephone;nov;wed;669.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.663;5195.8;1.0
24083;41.0;admin.;single;high.school;no;yes;no;telephone;nov;thu;234.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.592;5195.8;1.0
24085;29.0;technician;married;university.degree;no;yes;no;cellular;nov;thu;150.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.592;5195.8;1.0
24087;31.0;blue-collar;married;basic.9y;no;yes;no;telephone;nov;fri;115.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.474;5195.8;1.0
24088;29.0;admin.;married;basic.9y;no;yes;no;telephone;nov;fri;453.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.474;5195.8;1.0
24094;47.0;student;single;unknown;no;unknown;unknown;telephone;nov;mon;145.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.406000000000001;5195.8;1.0
24096;58.0;retired;divorced;basic.9y;no;yes;no;telephone;nov;mon;248.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.406000000000001;5195.8;1.0
24100;32.0;unemployed;married;professional.course;no;yes;no;telephone;nov;tue;486.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.343;5195.8;1.0
24101;33.0;services;married;high.school;no;no;no;telephone;nov;tue;158.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.343;5195.8;1.0
24102;36.0;admin.;married;high.school;no;yes;no;telephone;nov;wed;114.0;1.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.2860000000000005;5195.8;1.0
24103;58.0;management;divorced;university.degree;no;no;no;telephone;nov;wed;139.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.2860000000000005;5195.8;1.0
24115;42.0;admin.;married;professional.course;no;yes;no;telephone;nov;thu;90.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.245;5195.8;1.0
24116;40.0;blue-collar;married;basic.9y;no;unknown;unknown;telephone;nov;thu;160.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.245;5195.8;1.0
24118;37.0;admin.;divorced;university.degree;no;no;yes;cellular;nov;fri;132.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.223;5195.8;1.0
24119;35.0;technician;single;professional.course;no;yes;no;telephone;nov;fri;160.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.223;5195.8;1.0
24121;34.0;management;married;university.degree;no;no;no;telephone;nov;fri;179.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.223;5195.8;1.0
24211;55.0;blue-collar;married;basic.9y;no;no;no;cellular;nov;mon;1077.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24213;55.0;blue-collar;married;basic.9y;no;no;no;cellular;nov;mon;1303.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24214;48.0;blue-collar;divorced;professional.course;no;no;no;cellular;nov;mon;564.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24297;48.0;admin.;single;university.degree;no;yes;no;cellular;nov;mon;434.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24327;40.0;admin.;married;university.degree;unknown;no;no;cellular;nov;mon;890.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24379;42.0;admin.;married;high.school;no;no;no;cellular;nov;mon;651.0;2.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.191;5195.8;1.0
24400;34.0;entrepreneur;married;university.degree;unknown;yes;no;cellular;nov;mon;2462.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24402;45.0;blue-collar;married;basic.6y;unknown;yes;no;cellular;nov;mon;696.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24469;31.0;technician;single;university.degree;no;yes;no;cellular;nov;mon;984.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24473;46.0;admin.;married;university.degree;unknown;yes;yes;cellular;nov;mon;947.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24488;32.0;blue-collar;married;high.school;no;yes;no;telephone;nov;mon;943.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24502;35.0;blue-collar;married;high.school;no;no;no;cellular;nov;mon;540.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24550;45.0;management;married;university.degree;no;yes;yes;cellular;nov;mon;789.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24583;34.0;entrepreneur;married;basic.6y;unknown;yes;no;cellular;nov;mon;788.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24613;32.0;blue-collar;married;basic.9y;no;no;no;cellular;nov;mon;1091.0;2.0;5.0;1.0;success;-0.1;93.2;-42.0;4.191;5195.8;1.0
24644;57.0;retired;married;university.degree;no;yes;yes;cellular;nov;mon;1132.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24694;44.0;entrepreneur;married;university.degree;no;yes;no;cellular;nov;mon;1210.0;2.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.191;5195.8;1.0
24705;52.0;services;divorced;high.school;unknown;yes;yes;cellular;nov;mon;652.0;2.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.191;5195.8;1.0
24723;37.0;entrepreneur;married;university.degree;unknown;no;no;cellular;nov;mon;454.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;1.0
24737;55.0;admin.;married;professional.course;unknown;yes;yes;telephone;nov;tue;514.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24778;50.0;technician;married;professional.course;no;yes;no;cellular;nov;tue;1978.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24788;40.0;management;married;university.degree;no;no;no;cellular;nov;tue;1122.0;2.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24792;41.0;entrepreneur;married;university.degree;no;yes;no;cellular;nov;tue;854.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24888;52.0;management;married;university.degree;no;unknown;unknown;cellular;nov;tue;486.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24902;30.0;technician;single;professional.course;no;no;yes;cellular;nov;tue;835.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24928;38.0;blue-collar;divorced;unknown;no;no;no;cellular;nov;tue;596.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24930;30.0;unemployed;married;high.school;no;yes;yes;cellular;nov;tue;924.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24938;30.0;admin.;divorced;university.degree;no;no;no;cellular;nov;tue;453.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24944;52.0;management;married;university.degree;unknown;yes;no;cellular;nov;tue;419.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24984;57.0;management;married;university.degree;no;yes;yes;cellular;nov;tue;609.0;2.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
24985;54.0;entrepreneur;married;professional.course;no;no;no;cellular;nov;tue;1855.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
25239;39.0;technician;married;university.degree;no;no;yes;cellular;nov;tue;1437.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
25301;38.0;self-employed;married;professional.course;no;no;no;cellular;nov;tue;1788.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
25314;50.0;housemaid;married;basic.4y;no;yes;no;telephone;nov;tue;150.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
25369;39.0;blue-collar;married;basic.9y;no;yes;no;cellular;nov;tue;741.0;4.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
25385;35.0;admin.;single;university.degree;no;no;no;cellular;nov;tue;898.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
25408;37.0;entrepreneur;married;university.degree;no;no;no;cellular;nov;tue;543.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
25420;36.0;technician;single;professional.course;no;yes;no;cellular;nov;tue;1132.0;1.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1.0
25447;35.0;technician;single;high.school;no;yes;yes;cellular;nov;wed;819.0;3.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25449;31.0;admin.;single;high.school;no;no;no;cellular;nov;wed;511.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25519;58.0;management;divorced;university.degree;no;no;no;cellular;nov;wed;418.0;1.0;5.0;1.0;success;-0.1;93.2;-42.0;4.12;5195.8;1.0
25527;32.0;technician;married;professional.course;no;yes;yes;cellular;nov;wed;1554.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25528;35.0;admin.;married;university.degree;no;yes;no;cellular;nov;wed;820.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25529;34.0;technician;married;university.degree;no;yes;no;cellular;nov;wed;686.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25557;35.0;admin.;married;university.degree;no;yes;no;cellular;nov;wed;925.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25566;36.0;admin.;divorced;high.school;no;yes;no;cellular;nov;wed;862.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25567;29.0;housemaid;single;high.school;no;no;no;cellular;nov;wed;786.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25575;29.0;housemaid;single;high.school;no;yes;no;cellular;nov;wed;993.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25579;46.0;blue-collar;married;basic.9y;no;yes;yes;cellular;nov;wed;814.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25604;43.0;management;married;university.degree;no;yes;yes;cellular;nov;wed;1084.0;1.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.12;5195.8;1.0
25636;43.0;services;divorced;high.school;no;no;no;cellular;nov;wed;1015.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
25637;30.0;entrepreneur;single;university.degree;no;yes;no;cellular;nov;wed;489.0;3.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;1.0
